Facility Name,Facility Name Normalized,Unnamed: 2,Changes,VLOOKUP,Date Collected,State,County,City,State Facility Type,CTP Facility Categorization,State/Fed Regulated,State Facility ID,CMS Facility ID,Date outbreak opened,Date outreak closed,Outbreak Status,Resident Census,Resident Positives,Resident Probable Positives,Resident Deaths,Resident Probable Deaths,Staff Positive,Staff Probable Positives,Staff Deaths,Staff Probable Deaths,Resident/Staff Positives,Resident/Staff Probable Positives,Resident/Staff Deaths,Resident/Staff Probable Deaths,Resident Positives.1,Resident Probable Positives.1,Resident Deaths.1,Resident Probable Deaths.1,Staff Positive.1,Staff Probable Positives.1,Staff Deaths.1,Staff Probable Deaths.1,Resident/Staff Positives.1,Resident/Staff Probable Positives.1,Resident/Staff Deaths.1,Resident/Staff Probable Deaths.1,Residents Tested,Staff Tested,Personal Protective Equipment,VLOOKUP2,Change Score
Symphony at 87th,SYMPHONY AT 87TH,OK,,SYMPHONY AT 87TH,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY AT 87TH,100
Symphony at Aria,SYMPHONY AT ARIA,OK,,SYMPHONY AT ARIA,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY AT ARIA,100
Symphony at Midway,SYMPHONY AT MIDWAY,OK,,SYMPHONY AT MIDWAY,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY AT MIDWAY,100
Symphony of Bronzeville,SYMPHONY OF BRONZEVILLE,OK,,SYMPHONY OF BRONZEVILLE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF BRONZEVILLE,100
Symphony of Chicago West,SYMPHONY OF CHICAGO WEST,#REF!,,SYMPHONY OF CHICAGO WEST,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF CHICAGO WEST,100
Symphony of Evanston,SYMPHONY OF EVANSTON,#REF!,,SYMPHONY OF EVANSTON,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF EVANSTON,100
Symphony of Hanover Park,SYMPHONY OF HANOVER PARK,OK,,SYMPHONY OF HANOVER PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF HANOVER PARK,100
Symphony of Lincoln Park,SYMPHONY OF LINCOLN PARK,#REF!,,SYMPHONY OF LINCOLN PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF LINCOLN PARK,100
Symphony of Morgan Park,SYMPHONY OF MORGAN PARK,#REF!,,SYMPHONY OF MORGAN PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF MORGAN PARK,100
Symphony of South Shore,SYMPHONY OF SOUTH SHORE,#REF!,,SYMPHONY OF SOUTH SHORE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SYMPHONY OF SOUTH SHORE,100
The Auberge,THE AUBERGE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,86
The Carrington Linclonwood,THE CARRINGTON LINCLONWOOD,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LITTLE SISTERS OF THE POOR/ST. MARYS HOME,86
The Clare,THE CLARE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TERRACES AT THE CLARE,90
The Grove,THE GROVE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE OF BERWYN,90
The Grove of Evanston,THE GROVE OF EVANSTON,OK,,THE GROVE OF EVANSTON,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE OF EVANSTON,100
The Grove of Skokie,THE GROVE OF SKOKIE,#REF!,,THE GROVE OF SKOKIE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE GROVE OF SKOKIE,100
The Hartwell,THE HARTWELL,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,86
The Mather,THE MATHER,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,86
The Mather Evanston,THE MATHER EVANSTON,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATHER EVANSTON,95
The Mooring of Arlington heights,THE MOORING OF ARLINGTON HEIGHTS,OK,,THE MOORING OF ARLINGTON HEIGHTS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE MOORING OF ARLINGTON HEIGHTS,100
The Pointe of Kilpatrick,THE POINTE OF KILPATRICK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE INTERNATIONAL OF CHICAGO,86
The Reserve at Arlington Heights,THE RESERVE AT ARLINGTON HEIGHTS,#REF!,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARLTON AT THE LAKE,86
The Sheridan of Park Ridge,THE SHERIDAN OF PARK RIDGE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHICAGO RIDGE NURSING AND REHABILITATION,86
The Vine At Countryside,THE VINE AT COUNTRYSIDE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COUNTRYSIDE NURSING AND REHABILITATION CENTER,86
Thornton Heights Terrace,THORNTON HEIGHTS TERRACE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLENVIEW TERRACE,86
Three Crown Park,THREE CROWN PARK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF ORLAND PARK,86
Three Crowns Park,THREE CROWNS PARK,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF ORLAND PARK,86
Transitional Care Arlington Hgts,TRANSITIONAL CARE ARLINGTON HGTS,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Tri-States Nursing & rehab Center,TRI-STATES NURSING AND REHABILITATION CENTER,OK,,TRI-STATES NURSING AND REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRI-STATES NURSING AND REHABILITATION CENTER,100
Uptown Health Center,UPTOWN HEALTH CENTER,OK,,UPTOWN HEALTH CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPTOWN HEALTH CENTER,100
Vi at the Glen,VI AT THE GLEN,OK,,VI AT THE GLEN,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VI AT THE GLEN,100
Victory Center Sierra Ridge,VICTORY CENTER SIERRA RIDGE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Victory Center of Bartlett,VICTORY CENTER OF BARTLETT,#REF!,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Victory Center of Park Forest,VICTORY CENTER OF PARK FOREST,#REF!,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Victory Center of River Oaks,VICTORY CENTER OF RIVER OAKS,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Victory Centre of Riverwoods,VICTORY CENTRE OF RIVERWOODS,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF RIVER OAKS,86
Victory Centre of Sierra Ridge,VICTORY CENTRE OF SIERRA RIDGE,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABINGTON OF GLENVIEW,86
Villa at Palos Heights,VILLA AT PALOS HEIGHTS,OK,,VILLA AT PALOS HEIGHTS,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLA AT PALOS HEIGHTS,100
Villa at South Holland,VILLA AT SOUTH HOLLAND,#REF!,,VILLA AT SOUTH HOLLAND,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLA AT SOUTH HOLLAND,100
Villa at Windsor Park,VILLA AT WINDSOR PARK,OK,,VILLA AT WINDSOR PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLA AT WINDSOR PARK,100
Villas South Holland,VILLAS SOUTH HOLLAND,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VILLA AT SOUTH HOLLAND,90
Warren Barr Gold Coast,WARREN BARR GOLD COAST,OK,,WARREN BARR GOLD COAST,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARREN BARR GOLD COAST,100
Warren Barr Lincoln Park,WARREN BARR LINCOLN PARK,OK,,WARREN BARR LINCOLN PARK,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARREN BARR LINCOLN PARK,100
Warren Barr South Loop,WARREN BARR SOUTH LOOP,OK,,WARREN BARR SOUTH LOOP,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WARREN BARR SOUTH LOOP,100
Waterfront Terrace,WATERFRONT TERRACE,OK,,WATERFRONT TERRACE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WATERFRONT TERRACE,100
Waverly Inn Memory Care Community,WAVERLY INN MEMORY CARE COMMUNITY,#REF!,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN TOWN MANOR REHABILITATION AND HEALTH CARE CENTER,86
Weinberg Community for Senior Living,WEINBERG COMMUNITY FOR SENIOR LIVING,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASBURY COURT SENIOR LIVING,68
Weinberg Senior Living,WEINBERG SENIOR LIVING,OK,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Wesley Place,WESLEY PLACE,OK,,WESLEY PLACE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESLEY PLACE,100
Westbrook Senior Living,WESTBROOK SENIOR LIVING,#REF!,,,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASTORIA PLACE LIVING AND REHABILITATION,86
Westchester Health and Rehabilitation Center,WESTCHESTER HEALTH AND REHABILITATION CENTER,OK,,WESTCHESTER HEALTH AND REHABILITATION CENTER,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTCHESTER HEALTH AND REHABILITATION CENTER,100
Westminster Place,WESTMINSTER PLACE,OK,,WESTMINSTER PLACE,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTMINSTER PLACE,100
Westwood Manor,WESTWOOD MANOR,OK,,WESTWOOD MANOR,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTWOOD MANOR,100
Windsor Estates,WINDSOR ESTATES,OK,,WINDSOR ESTATES,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINDSOR ESTATES,100
Winston Manor,WINSTON MANOR,#REF!,,WINSTON MANOR,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WINSTON MANOR,100
Woodbridge Nursing Pavilion,WOODBRIDGE NURSING PAVILION,#REF!,,WOODBRIDGE NURSING PAVILION,20201105,IL,COOK,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOODBRIDGE NURSING PAVILION,100
Heritage Health,HERITAGE HEALTH,Dup,,,20201105,IL,CRAWFORD,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HERITAGE HEALTH-ROBINSON,90
Heartland Senior Living,HEARTLAND SENIOR LIVING,OK,,HEARTLAND SENIOR LIVING,20201105,IL,CUMBERLAND,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HEARTLAND SENIOR LIVING,100
Liberty Village,LIBERTY VILLAGE,OK,,,20201105,IL,DE WITT,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FARMER CITY REHABILITATION AND HEALTHCARE,42
Bethany Rehab and Health Care Center #2,BETHANY REHABILITATION AND HEALTH CARE CENTER #2,OK,,,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETHANY REHABILITATION AND HEALTH CARE CENTER,97
Bethany Rehabilitation and Health Care Center,BETHANY REHABILITATION AND HEALTH CARE CENTER,OK,,BETHANY REHABILITATION AND HEALTH CARE CENTER,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BETHANY REHABILITATION AND HEALTH CARE CENTER,100
DeKalb County Rehab and Nursing,DEKALB COUNTY REHABILITATION AND NURSING,OK,,DEKALB COUNTY REHABILITATION AND NURSING,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEKALB COUNTY REHABILITATION AND NURSING,100
DeKalb County Rehab and Nursing,DEKALB COUNTY REHABILITATION AND NURSING,Dup,,DEKALB COUNTY REHABILITATION AND NURSING,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEKALB COUNTY REHABILITATION AND NURSING,100
Oakcrest DeKalb Area Retirement Center,OAKCREST DEKALB AREA RETIREMENT CENTER,OK,,OAKCREST DEKALB AREA RETIREMENT CENTER,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAKCREST DEKALB AREA RETIREMENT CENTER,100
Opportunity House,OPPORTUNITY HOUSE,OK,,,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DEKALB COUNTY REHABILITATION AND NURSING,37
Pine Acres,PINE ACRES,OK,,PINE ACRES,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PINE ACRES,100
Prairie Crossing Living and Rehab,PRAIRIE CROSSING LIVING AND REHABILITATION,OK,,PRAIRIE CROSSING LIVING AND REHABILITATION,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRAIRIE CROSSING LIVING AND REHABILITATION,100
Willow Crest Nursing Pavilion,WILLOW CREST NURSING PAVILION,OK,,WILLOW CREST NURSING PAVILION,20201105,IL,DEKALB,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WILLOW CREST NURSING PAVILION,100
Arcola Health Care,ARCOLA HEALTH CARE,OK,,ARCOLA HEALTH CARE,20201105,IL,DOUGLAS,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARCOLA HEALTH CARE,100
Tuscola Health Care Center,TUSCOLA HEALTH CARE CENTER,OK,,TUSCOLA HEALTH CARE CENTER,20201105,IL,DOUGLAS,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUSCOLA HEALTH CARE CENTER,100
Abbington Rehab & Nursing Center,ABBINGTON REHABILITATION AND NURSING CENTER,,,ABBINGTON REHABILITATION AND NURSING CENTER,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABBINGTON REHABILITATION AND NURSING CENTER,100
Alden Estates of Naperville,ALDEN ESTATES OF NAPERVILLE,OK,,ALDEN ESTATES OF NAPERVILLE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF NAPERVILLE,100
Alden Old Town East,ALDEN OLD TOWN EAST,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF NAPERVILLE,54
Alden Old Town West,ALDEN OLD TOWN WEST,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WEST SUBURBAN NURSING AND REHABILITATION CENTER,86
Alden Springs,ALDEN SPRINGS,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF NAPERVILLE,86
Alden Trails,ALDEN TRAILS,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF NAPERVILLE,86
Alden Trails,ALDEN TRAILS,Dup,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF NAPERVILLE,86
Alden Valley Ridge,ALDEN VALLEY RIDGE,OK,,ALDEN VALLEY RIDGE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN VALLEY RIDGE,100
Alden Village,ALDEN VILLAGE,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALDEN ESTATES OF NAPERVILLE,86
Alden Village Bloomingdale,ALDEN VILLAGE BLOOMINGDALE,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEATON VILLAGE,86
Alden of Old Town East,ALDEN OF OLD TOWN EAST,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE SPRINGS OF MONARCH LANDING SKILLED NURSING,86
Aperion Care West Chicago,APERION CARE WEST CHICAGO,OK,,APERION CARE WEST CHICAGO,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE WEST CHICAGO,100
Aperion Care West Chicago,APERION CARE WEST CHICAGO,Dup,,APERION CARE WEST CHICAGO,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,APERION CARE WEST CHICAGO,100
Arista Healthcare Naperville,ARISTA HEALTHCARE NAPERVILLE,OK,,ARISTA HEALTHCARE NAPERVILLE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARISTA HEALTHCARE NAPERVILLE,100
Arista Healthcare Naperville,ARISTA HEALTHCARE NAPERVILLE,Dup,,ARISTA HEALTHCARE NAPERVILLE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARISTA HEALTHCARE NAPERVILLE,100
Arista Healthcare Naperville,ARISTA HEALTHCARE NAPERVILLE,Dup,,ARISTA HEALTHCARE NAPERVILLE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARISTA HEALTHCARE NAPERVILLE,100
Artis Elmhurst,ARTIS ELMHURST,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELMHURST EXTENDED CARE CENTER,86
Artis Senior Living Elmhurst,ARTIS SENIOR LIVING ELMHURST,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LEXINGTON OF ELMHURST,58
Artis Senior Living of Bartlett,ARTIS SENIOR LIVING OF BARTLETT,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF WESTMONT,86
Aspired Living of Westmont,ASPIRED LIVING OF WESTMONT,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF WESTMONT,86
Aspired Living of Westmont,ASPIRED LIVING OF WESTMONT,Dup,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF WESTMONT,86
Atria Park of Glen Ellyn,ATRIA PARK OF GLEN ELLYN,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF WESTMONT,86
Atria Park of Glen Ellyn,ATRIA PARK OF GLEN ELLYN,Dup,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF WESTMONT,86
Beacon Hill Lombard,BEACON HILL LOMBARD,OK,,BEACON HILL LOMBARD,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BEACON HILL LOMBARD,100
Belmont Village Senior Living,BELMONT VILLAGE SENIOR LIVING,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEATON VILLAGE,86
Belmont Village Senior Living Carol Stream,BELMONT VILLAGE SENIOR LIVING CAROL STREAM,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHEATON VILLAGE,86
Bria of Westmont,BRIA OF WESTMONT,OK,,BRIA OF WESTMONT,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF WESTMONT,100
Bridgeway Senior Living,BRIDGEWAY SENIOR LIVING,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIDGEWAY OF BENSENVILLE,65
Bridgeway of Bensenville,BRIDGEWAY OF BENSENVILLE,OK,,BRIDGEWAY OF BENSENVILLE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIDGEWAY OF BENSENVILLE,100
Brookdale Burr Ridge,BROOKDALE BURR RIDGE,OK,,BROOKDALE BURR RIDGE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKDALE BURR RIDGE,100
Brookdale Glen Ellyn,BROOKDALE GLEN ELLYN,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKDALE LISLE,71
Brookdale Lisle,BROOKDALE LISLE,OK,,BROOKDALE LISLE,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKDALE LISLE,100
Brookdale Lisle Assisted and Independent Living,BROOKDALE LISLE ASSISTED AND INDEPENDENT LIVING,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROOKDALE LISLE,90
Burgess Square Healthcare & Rehab Center,BURGESS SQUARE HEALTHCARE AND REHABILITATION CENTER,OK,,BURGESS SQUARE HEALTHCARE AND REHABILITATION CENTER,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BURGESS SQUARE HEALTHCARE AND REHABILITATION CENTER,100
Cedarhurst Naperville,CEDARHURST NAPERVILLE,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PEARL OF NAPERVILLE,70
Cedarhurst of Naperville,CEDARHURST OF NAPERVILLE,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRIA OF WESTMONT,86
Chateau Center Nursing & Rehabilitation,CHATEAU CENTER NURSING AND REHABILITATION,OK,,CHATEAU CENTER NURSING AND REHABILITATION,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Open,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHATEAU CENTER NURSING AND REHABILITATION,100
Clarendale of Addison,CLARENDALE OF ADDISON,OK,,,20201105,IL,DUPAGE,,,Uncategorized LTC,,,,,,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE SPRINGS OF MONARCH LANDING SKILLED NURSING,86
