,Week Ending,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Submitted Data,Passed Quality Assurance Check,Residents Weekly Admissions COVID-19,Residents Total Admissions COVID-19,Residents Weekly Confirmed COVID-19,Residents Total Confirmed COVID-19,Residents Weekly Suspected COVID-19,Residents Total Suspected COVID-19,Residents Weekly All Deaths,Residents Total All Deaths,Residents Weekly COVID-19 Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Resident Access to Testing in Facility,Laboratory Type Is State Health Dept,Laboratory Type Is Private Lab,Laboratory Type Is Other,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Reason for Not Testing Residents - Lack of PPE for Personnel ,Reason for Not Testing Residents - Lack of Supplies,Reason for Not Testing Residents  - Lack of Access to Laboratory,Reason for Not Testing Residents - Lack of Access to Trained Personnel ,Reason for Not Testing Residents  - Uncertainty About Reimbursement,Reason for Not Testing Residents  - Other,During Past Two Weeks Average Time to Receive Resident Test Results,Has Facility Performed Resident Tests Since Last Report,Tested Residents with New Signs or Symptoms,Tested Asymptomatic Residents in a Unit or Section After a New Case,Tested Asymptomatic Residents Facility-Wide After a New Case,Tested Asymptomatic Residents Without Known Exposure as Surveillance,Tested Another Subgroup of Residents,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,Reason for Not Testing Staff and/or Personnel - Lack of PPE for Personnel ,Reason for Not Testing Staff and/or Personnel - Lack of Supplies,Reason for Not Testing Staff and/or Personnel - Lack of Access to Laboratory,Reason for Not Testing Staff and/or Personnel  - Lack of Access to Trained Personnel ,Reason for Not Testing Staff and/or Personnel - Uncertainty About Reimbursement,Reason for Not Testing Staff and/or Personnel - Other,During Past Two Weeks Average Time to Receive Staff and/or Personnel Test Results,Has Facility Performed Staff and/or Personnel Tests Since Last Report,Tested Staff and/or Personnel with New Signs or Symptoms,Tested Asymptomatic Staff and/or Personnel in a Unit or Section After a New Case,Tested Asymptomatic Staff and/or Personnel Facility-Wide After a New Case,Tested Asymptomatic Staff and/or Personnel Without Known Exposure as Surveillance,Tested Another Subgroup of Staff and/or Personnel,In-House Point-of-Care Test Machine,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Enough Supplies to Test All Staff and/or Personnel Using Point-of-Care Test Machine,Staff Weekly Confirmed COVID-19,Staff Total Confirmed COVID-19,Staff Weekly Suspected COVID-19,Staff Total Suspected COVID-19,Staff Weekly COVID-19 Deaths,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,Any Current Supply of N95 Masks,One-Week Supply of N95 Masks,Any Current Supply of Surgical Masks,One-Week Supply of Surgical Masks,Any Current Supply of Eye Protection,One-Week Supply of Eye Protection,Any Current Supply of Gowns,One-Week Supply of Gowns,Any Current Supply of Gloves,One-Week Supply of Gloves,Any Current Supply of Hand Sanitizer,One-Week Supply of Hand Sanitizer,Ventilator Dependent Unit,Number of Ventilators in Facility,Number of Ventilators in Use for COVID-19,Any Current Supply of Ventilator Supplies,One-Week Supply of Ventilator Supplies,"Weekly Resident Confirmed COVID-19 Cases Per 1,000 Residents","Weekly Resident COVID-19 Deaths Per 1,000 Residents","Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,County,Three or More Confirmed COVID-19 Cases This Week,Initial Confirmed COVID-19 Case This Week,Geolocation,Reporting Interval
94539,2020-12-13,145591,WESLEY PLACE,1415 WEST FOSTER AVENUE,CHICAGO,IL,60640,Y,N,0.0,0.0,19.0,41.0,,0.0,1.0,1.0,1.0,1.0,108.0,79.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,28.0,6.0,,10.0,35.0,0.0,0.0,0.0,0.0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,240.5,12.7,519.0,12.7,2.4,Cook,Y,N,POINT (-87.665368 41.976252),Week 30 - Dec 13
94578,2020-12-13,145045,"PEARL OF NAPERVILLE, THE",200 MARTIN AVENUE,NAPERVILLE,IL,60540,Y,N,0.0,3.0,36.0,69.0,,7.0,1.0,2.0,1.0,2.0,115.0,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,45.0,16.0,,11.0,30.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,493.2,13.7,945.2,27.4,2.9,DuPage,Y,N,POINT (-88.15179 41.76303),Week 30 - Dec 13
94645,2020-12-13,145470,HERITAGE HEALTH-HOOPESTON,423 NORTH DIXIE HIGHWAY,HOOPESTON,IL,60942,Y,Y,0.0,1.0,0.0,2.0,,2.0,0.0,17.0,0.0,0.0,75.0,60.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,7.0,74.0,,2.0,13.0,0.0,20.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,33.3,0.0,0.0,Vermilion,N,N,POINT (-87.687891 40.471871),Week 30 - Dec 13
94671,2020-12-13,145324,ASCENSION RESURRECTION PLACE,1001 NORTH GREENWOOD AVENUE,PARK RIDGE,IL,60068,Y,Y,9.0,60.0,9.0,105.0,,13.0,4.0,41.0,1.0,16.0,298.0,145.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,6.0,48.0,0.0,10.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,62.1,6.9,724.1,110.3,15.2,Cook,Y,N,POINT (-87.840603 42.026391),Week 30 - Dec 13
94727,2020-12-13,145278,"CITADEL OF STERLING,THE",105 EAST 23RD STREET,STERLING,IL,61081,Y,Y,0.0,1.0,0.0,78.0,,0.0,1.0,41.0,1.0,13.0,121.0,63.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,9.0,,0.0,44.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,15.9,1238.1,206.3,16.7,Whiteside,N,N,POINT (-89.696075 41.808797),Week 30 - Dec 13
94805,2020-12-13,145070,"GROVE OF BERWYN, THE",3601 SOUTH HARLEM AVENUE,BERWYN,IL,60402,N,,0.0,26.0,0.0,66.0,,63.0,0.0,21.0,0.0,21.0,145.0,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,33.0,0.0,31.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,653.5,207.9,31.8,Cook,,,,Week 30 - Dec 13
94844,2020-12-13,145338,WESTMONT MANOR HLTH & RHB,512 EAST OGDEN AVENUE,WESTMONT,IL,60559,Y,Y,5.0,37.0,0.0,44.0,,32.0,1.0,11.0,0.0,12.0,149.0,63.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,14.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,698.4,190.5,27.3,DuPage,N,N,POINT (-87.960539 41.810385),Week 30 - Dec 13
94849,2020-12-13,145536,"CITADEL OF BOURBONNAIS,THE",20 BRIARCLIFF LANE,BOURBONNAIS,IL,60914,Y,N,2.0,5.0,0.0,69.0,,19.0,0.0,0.0,0.0,0.0,106.0,73.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,42.0,,0.0,44.0,0.0,4.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,945.2,0.0,0.0,Kankakee,N,N,POINT (-87.894346 41.153822),Week 30 - Dec 13
94980,2020-12-13,145476,OREGON LIVING AND REHABILITATION CENTER,811 SOUTH 10TH STREET,OREGON,IL,61061,Y,Y,0.0,0.0,2.0,63.0,,4.0,3.0,18.0,1.0,4.0,104.0,60.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,5.0,22.0,0.0,57.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,33.3,16.7,1050.0,66.7,6.3,Ogle,N,N,POINT (-89.340824 42.006044),Week 30 - Dec 13
95016,2020-12-13,145257,CRYSTAL PINES REHAB & HCC,335 NORTH ILLINOIS AVENUE,CRYSTAL LAKE,IL,60014,Y,Y,0.0,15.0,0.0,65.0,,16.0,0.0,36.0,0.0,14.0,108.0,65.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,43.0,0.0,3.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1000.0,215.4,21.5,McHenry,N,N,,Week 30 - Dec 13
95030,2020-12-13,145527,BRANDEL HEALTH AND REHAB,2155 PFINGSTEN ROAD,NORTHBROOK,IL,60062,Y,Y,0.0,4.0,3.0,51.0,,0.0,0.0,22.0,0.0,12.0,89.0,59.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,50.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,50.8,0.0,864.4,203.4,23.5,Cook,Y,N,POINT (-87.848911 42.11383),Week 30 - Dec 13
95129,2020-12-13,145416,HEARTLAND NURSING & REHAB,410 NORTHWEST THIRD,CASEY,IL,62420,Y,Y,1.0,1.0,0.0,53.0,,8.0,1.0,21.0,0.0,12.0,81.0,34.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,0.0,26.0,0.0,6.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1558.8,352.9,22.6,Clark,N,N,POINT (-87.997067 39.302735),Week 30 - Dec 13
95160,2020-12-13,145614,CHATEAU NRSG & REHAB CENTER,7050 MADISON STREET,WILLOWBROOK,IL,60521,Y,Y,4.0,44.0,3.0,53.0,,66.0,0.0,58.0,0.0,16.0,150.0,103.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4.0,2.0,,0.0,36.0,0.0,22.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,29.1,0.0,514.6,155.3,30.2,DuPage,Y,N,,Week 30 - Dec 13
95285,2020-12-13,145006,"GROVE OF FOX VALLEY,THE",1601 NORTH FARNSWORTH AVENUE,AURORA,IL,60505,Y,Y,1.0,3.0,0.0,92.0,,3.0,0.0,39.0,0.0,15.0,156.0,105.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,70.0,0.0,2.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,876.2,142.9,16.3,Kane,N,N,POINT (-88.28196400000002 41.789758),Week 30 - Dec 13
95310,2020-12-13,145611,ST JAMES WELLNESS REHAB VILLAS,1251 EAST RICHTON ROAD,CRETE,IL,60417,Y,Y,1.0,102.0,0.0,40.0,,51.0,2.0,77.0,2.0,32.0,110.0,88.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,1.0,36.0,0.0,9.0,0.0,2.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,22.7,454.5,363.6,80.0,Will,N,N,POINT (-87.581268 41.457458),Week 30 - Dec 13
95311,2020-12-13,145235,LAKEFRONT NURSING & REHAB CTR,7618 NORTH SHERIDAN ROAD,CHICAGO,IL,60626,Y,Y,0.0,6.0,0.0,27.0,,0.0,1.0,2.0,0.0,0.0,99.0,90.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,5.0,27.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,300.0,0.0,0.0,Cook,N,N,POINT (-87.666223 42.019752),Week 30 - Dec 13
95336,2020-12-13,145371,ARCADIA CARE BLOOMINGTON,1509 NORTH CALHOUN STREET,BLOOMINGTON,IL,61701,Y,Y,2.0,3.0,0.0,50.0,,1.0,0.0,0.0,0.0,0.0,115.0,70.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,2.0,31.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,714.3,0.0,0.0,McLean,N,N,POINT (-89.005883 40.493115),Week 30 - Dec 13
95368,2020-12-13,145418,ROYAL OAKS CARE CENTER,"605 EAST CHURCH STREET, P O BOX 600",KEWANEE,IL,61443,Y,Y,0.0,3.0,2.0,105.0,,27.0,0.0,17.0,0.0,4.0,200.0,113.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,14.0,67.0,,5.0,46.0,0.0,21.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,17.7,0.0,929.2,35.4,3.8,Henry,N,N,POINT (-89.913356 41.229634),Week 30 - Dec 13
95372,2020-12-13,145341,FRIENDSHIP VILLAGE-SCHAUMBURG,350 WEST SCHAUMBURG ROAD,SCHAUMBURG,IL,60194,Y,Y,0.0,10.0,1.0,25.0,,49.0,0.0,46.0,0.0,3.0,250.0,131.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,3.0,68.0,0.0,21.0,0.0,1.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,7.6,0.0,190.8,22.9,12.0,Cook,N,N,POINT (-88.087958 42.027052),Week 30 - Dec 13
95411,2020-12-13,145465,JERSEYVILLE NSG & REHAB CENTER,1001 SOUTH STATE STREET,JERSEYVILLE,IL,62052,Y,Y,0.0,2.0,1.0,41.0,,0.0,2.0,11.0,1.0,2.0,111.0,53.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,11.0,49.0,,3.0,25.0,0.0,71.0,0.0,0.0,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,18.9,18.9,773.6,37.7,4.9,Jersey,N,N,POINT (-90.318474 39.108823),Week 30 - Dec 13
95502,2020-12-13,145519,WHITE HALL NURSING & REHAB CENTER,620 WEST BRIDGEPORT,WHITE HALL,IL,62092,Y,Y,5.0,26.0,0.0,89.0,,74.0,0.0,26.0,0.0,22.0,119.0,84.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,20.0,75.0,,0.0,69.0,0.0,33.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1059.5,261.9,24.7,Greene,N,N,POINT (-90.415316 39.438339),Week 30 - Dec 13
95533,2020-12-13,145221,PARC JOLIET,222 NORTH HAMMES,JOLIET,IL,60435,Y,N,2.0,51.0,11.0,51.0,,12.0,2.0,11.0,2.0,8.0,175.0,125.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,15.0,15.0,,3.0,37.0,0.0,32.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,88.0,16.0,408.0,64.0,15.7,Will,Y,N,POINT (-88.13199 41.527261),Week 30 - Dec 13
95572,2020-12-13,145468,"CITADEL OF SKOKIE, THE",9615 NORTH KNOX AVENUE,SKOKIE,IL,60076,Y,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cook,,,POINT (-87.743172 42.056366),Week 30 - Dec 13
95579,2020-12-13,145420,BRIDGEWAY SENIOR LIVING,111 EAST WASHINGTON,BENSENVILLE,IL,60106,Y,Y,3.0,18.0,3.0,59.0,,6.0,0.0,15.0,0.0,4.0,236.0,177.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,4.0,4.0,,4.0,33.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,16.9,0.0,333.3,22.6,6.8,DuPage,Y,N,POINT (-87.937771 41.947926),Week 30 - Dec 13
95703,2020-12-13,145319,HERITAGE HEALTH-EL PASO,555 EAST CLAY,EL PASO,IL,61738,Y,Y,0.0,8.0,0.0,44.0,,9.0,1.0,28.0,0.0,9.0,65.0,47.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,1.0,,0.0,21.0,0.0,27.0,0.0,0.0,N,N,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,0.0,0.0,936.2,191.5,20.5,Woodford,N,N,POINT (-89.007621 40.734169),Week 30 - Dec 13
95712,2020-12-13,145347,GILMAN HEALTHCARE CENTER,"1390 SOUTH CRESCENT STREET, BOX 307",GILMAN,IL,60938,Y,Y,0.0,0.0,0.0,49.0,,8.0,0.0,27.0,0.0,14.0,99.0,53.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,0.0,30.0,0.0,27.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,924.5,264.2,28.6,Iroquois,N,N,POINT (-87.996055 40.743352),Week 30 - Dec 13
95748,2020-12-13,145609,HILLSIDE REHAB & CARE CENTER,1308 GAME FARM ROAD,YORKVILLE,IL,60560,Y,Y,0.0,4.0,0.0,11.0,,10.0,0.0,11.0,0.0,4.0,79.0,37.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,3.0,11.0,0.0,8.0,0.0,0.0,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,297.3,108.1,36.4,Kendall,N,N,POINT (-88.450871 41.65811),Week 30 - Dec 13
95832,2020-12-13,145043,CITADEL CARE CENTER-KANKAKEE,900 WEST RIVER PLACE,KANKAKEE,IL,60901,Y,Y,0.0,11.0,0.0,56.0,,4.0,2.0,43.0,0.0,0.0,107.0,86.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,9.0,10.0,,1.0,42.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,651.2,0.0,0.0,Kankakee,N,N,POINT (-87.87645200000001 41.125639),Week 30 - Dec 13
95871,2020-12-13,145549,BELHAVEN NURSING & REHAB CENTER,11401 SOUTH OAKLEY AVENUE,CHICAGO,IL,60643,Y,Y,2.0,24.0,1.0,56.0,,11.0,0.0,3.0,0.0,4.0,221.0,164.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,165.0,150.0,,1.0,58.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,6.1,0.0,341.5,24.4,7.1,Cook,N,N,POINT (-87.678789 41.686116),Week 30 - Dec 13
95885,2020-12-13,145004,CITADEL CARE CENTER-ELGIN,180 SOUTH STATE STREET,ELGIN,IL,60123,N,,0.0,0.0,0.0,49.0,,0.0,0.0,36.0,0.0,8.0,88.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,700.0,114.3,16.3,Kane,,,POINT (-88.284099 42.031608),Week 30 - Dec 13
95894,2020-12-13,145431,LOFT REHABILITATION & NURSING,700 NORTH MAIN STREET,EUREKA,IL,61530,Y,Y,0.0,1.0,1.0,1.0,,27.0,0.0,9.0,0.0,0.0,104.0,77.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,4.0,,0.0,7.0,0.0,3.0,0.0,0.0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,,,13.0,0.0,13.0,0.0,0.0,Woodford,N,Y,POINT (-89.272977 40.729965),Week 30 - Dec 13
95982,2020-12-13,145443,ROLLING HILLS MANOR,3615 16TH STREET,ZION,IL,60099,Y,Y,1.0,3.0,0.0,77.0,,1.0,1.0,27.0,1.0,19.0,115.0,66.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,119.0,,0.0,51.0,0.0,35.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,0.0,15.2,1166.7,287.9,24.7,Lake,N,N,POINT (-87.865072 42.465718),Week 30 - Dec 13
96094,2020-12-13,145229,HERITAGE HEALTH-SPRINGFIELD,900 NORTH RUTLEDGE,SPRINGFIELD,IL,62702,N,,0.0,0.0,0.0,30.0,,0.0,0.0,31.0,0.0,2.0,153.0,117.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,256.4,17.1,6.7,Sangamon,,,POINT (-89.657311 39.811374),Week 30 - Dec 13
96159,2020-12-13,145403,ALDEN POPLAR CREEK REHAB & HCC,1545 BARRINGTON ROAD,HOFFMAN ESTATES,IL,60169,Y,Y,0.0,17.0,6.0,103.0,,20.0,2.0,41.0,0.0,26.0,217.0,152.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,0.0,,2.0,37.0,0.0,25.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,39.5,0.0,677.6,171.1,25.2,Cook,Y,N,POINT (-88.144448 42.051646),Week 30 - Dec 13
96165,2020-12-13,145479,ATRIUM HEALTH CARE CENTER,1425 WEST ESTES AVENUE,CHICAGO,IL,60626,Y,Y,1.0,24.0,0.0,10.0,,13.0,0.0,22.0,0.0,15.0,160.0,147.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,3.0,,0.0,21.0,0.0,16.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,68.0,102.0,150.0,Cook,N,N,POINT (-87.66708 42.011553),Week 30 - Dec 13
96183,2020-12-13,145483,MONTGOMERY NURSING & REHAB CTR,"9086 IL ROUTE 127, P O BOX 309",HILLSBORO,IL,62049,Y,Y,0.0,1.0,0.0,8.0,,0.0,3.0,6.0,0.0,0.0,110.0,82.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,80.0,98.0,,0.0,8.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,97.6,0.0,0.0,Montgomery,N,N,POINT (-89.48599100000001 39.13595200000001),Week 30 - Dec 13
96308,2020-12-13,145828,"ESTATES OF HYDE PARK, THE",4505 SOUTH DREXEL,CHICAGO,IL,60653,Y,Y,0.0,5.0,0.0,7.0,,8.0,3.0,21.0,0.0,5.0,155.0,98.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,28.0,0.0,3.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,71.4,51.0,71.4,Cook,N,N,POINT (-87.603973 41.813074),Week 30 - Dec 13
96309,2020-12-13,146058,APERION CARE EVANSTON,1300 OAK AVENUE,EVANSTON,IL,60201,Y,Y,0.0,3.0,0.0,17.0,,33.0,2.0,4.0,1.0,3.0,57.0,48.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,10.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,20.8,354.2,62.5,17.6,Cook,N,N,POINT (-87.686957 42.041462),Week 30 - Dec 13
96312,2020-12-13,145654,LAKEVIEW  REHAB & NURSING CENTER,735 WEST DIVERSEY,CHICAGO,IL,60614,Y,Y,3.0,19.0,0.0,8.0,,68.0,0.0,28.0,0.0,20.0,178.0,111.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,1.0,5.0,,0.0,3.0,0.0,0.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,72.1,180.2,250.0,Cook,N,N,POINT (-87.647916 41.932773),Week 30 - Dec 13
96344,2020-12-13,145864,BRIA OF FOREST EDGE,8001 SOUTH WESTERN AVENUE,CHICAGO,IL,60620,Y,Y,1.0,45.0,0.0,24.0,,0.0,0.0,3.0,0.0,1.0,,248.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,2.0,,0.0,15.0,0.0,1.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,96.8,4.0,4.2,Cook,N,N,POINT (-87.682719 41.747748),Week 30 - Dec 13
96375,2020-12-13,146048,TAYLORVILLE SKLD NUR & REHAB,800 MCADAM DR,TAYLORVILLE,IL,62568,Y,Y,0.0,0.0,0.0,29.0,,6.0,0.0,5.0,0.0,2.0,96.0,62.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,0.0,17.0,0.0,8.0,0.0,0.0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,467.7,32.3,6.9,Christian,N,N,POINT (-89.27733 39.556748),Week 30 - Dec 13
96379,2020-12-13,145897,LEBANON CARE CENTER,1201 NORTH ALTON,LEBANON,IL,62254,Y,Y,1.0,12.0,0.0,60.0,,14.0,0.0,24.0,0.0,11.0,90.0,55.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,2.0,61.0,,1.0,26.0,0.0,1.0,0.0,0.0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,,,,,0.0,0.0,1090.9,200.0,18.3,St. Clair,N,N,POINT (-89.815254 38.61632300000001),Week 30 - Dec 13
96390,2020-12-13,146028,WARREN BARR LINCOLNSHIRE,150 JAMESTOWN LANE,LINCOLNSHIRE,IL,60069,Y,N,3.0,17.0,11.0,65.0,,26.0,0.0,44.0,0.0,6.0,144.0,109.0,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,0.0,0.0,,5.0,69.0,0.0,35.0,0.0,0.0,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,,,,,100.9,0.0,596.3,55.0,9.2,Lake,Y,N,POINT (-87.931419 42.205431),Week 30 - Dec 13
